x,y,color
0.80771362,0.986196524,5290
0.8,1,5290
0.832093907,0.972393049,5290
0.81542724,0.972393049,5290
0.82314086,0.958589573,5290
0.855202916,0.957819555,5290
0.848124935,0.97200804,5290
0.839171888,0.958204564,5290
0.862025269,0.944786169,5290
0.845994241,0.945171178,5290
0.829963213,0.945556187,5290
0.852816594,0.932137791,5290
0.836785566,0.932522801,5290
0.843607919,0.919489414,5290
0.871166811,0.920796055,5290
0.86659604,0.932791112,5290
0.857387365,0.920142735,5290
0.901079882,0.857258762,5290
0.902340444,0.873981042,5290
0.903601006,0.890703323,5290
0.88598095,0.865818684,5290
0.887241512,0.882540965,5290
0.870882018,0.874378607,5290
0.880258178,0.905759119,5290
0.866478732,0.905105799,5290
0.852699286,0.904452478,5290
0.875570098,0.890068863,5290
0.861790652,0.889415543,5290
0.891929592,0.898231221,5290
1,0.75,5290
1,0.766666667,5290
0.985566243,0.758333333,5290
0.985566243,0.775,5290
1,0.783333333,5290
0.985566243,0.791666667,5290
0.971132487,0.766666667,5290
0.971132487,0.783333333,5290
0.95669873,0.775,5290
0.95669873,0.791666667,5290
0.971132487,0.8,5290
0.95669873,0.808333333,5290
0.783333333,1,5290
0.791666667,0.985566243,5290
0.775,0.985566243,5290
0.766666667,1,5290
0.758333333,0.985566243,5290
0.75,1,5290
0.783333333,0.971132487,5290
0.766666667,0.971132487,5290
0.775,0.95669873,5290
0.807093907,0.957959292,5290
0.799380287,0.971762768,5290
0.791046953,0.957329011,5290
0.943149815,0.783276314,5290
0.943149815,0.799942981,5290
0.943149815,0.816609647,5290
0.9296009,0.791552628,5290
0.9296009,0.808219295,5290
0.916051985,0.799828942,5290
0.916094262,0.816118908,5290
0.929643176,0.82450926,5290
0.916136538,0.832408873,5290
0.90233555,0.808034753,5290
0.902377826,0.824324719,5290
0.902420102,0.840614685,5290
0.888619114,0.816240565,5290
0.88866139,0.832530531,5290
0.874902679,0.824446377,5290
0.873562458,0.841090453,5290
0.88732117,0.849174608,5290
0.872222238,0.85773453,5290
0.814074289,0.945322762,5290
0.798027335,0.944692481,5290
0.781980382,0.9440622,5290
0.805007717,0.932055951,5290
0.788960764,0.93142567,5290
0.795941146,0.918789139,5290
0.827718995,0.919255989,5290
0.820896642,0.932289376,5290
0.81183007,0.919022564,5290
0.834910728,0.903536699,5290
0.819021803,0.903303274,5290
0.803132879,0.903069849,5290
0.826213536,0.887583984,5290
0.810324612,0.887350559,5290
0.817516345,0.871631269,5290
0.844002094,0.888499763,5290
0.835304902,0.872547048,5290
0.85309346,0.873462827,5290
0.862980451,0.829047824,5290
0.861640231,0.845691901,5290
0.860300011,0.862335977,5290
0.851058224,0.833649271,5290
0.849718004,0.850293348,5290
0.839135996,0.838250719,5290
0.831929446,0.849377569,5290
0.842511453,0.861420198,5290
0.824722895,0.860504419,5290
1,0.7,5290
1,0.716666667,5290
0.985566243,0.708333333,5290
0.985566243,0.725,5290
1,0.733333333,5290
0.985566243,0.741666667,5290
0.971132487,0.716666667,5290
0.971132487,0.733333333,5290
0.95669873,0.725,5290
0.95669873,0.741666667,5290
0.971132487,0.75,5290
0.95669873,0.758333333,5290
1,0.65,5290
1,0.666666667,5290
0.985566243,0.658333333,5290
0.985566243,0.675,5290
1,0.683333333,5290
0.985566243,0.691666667,5290
0.971132487,0.666666667,5290
0.971132487,0.683333333,5290
0.95669873,0.675,5290
0.95669873,0.691666667,5290
0.971132487,0.7,5290
0.95669873,0.708333333,5290
0.733333333,1,5290
0.741666667,0.985566243,5290
0.725,0.985566243,5290
0.716666667,1,5290
0.708333333,0.985566243,5290
0.7,1,5290
0.733333333,0.971132487,5290
0.716666667,0.971132487,5290
0.725,0.95669873,5290
0.758333333,0.95669873,5290
0.75,0.971132487,5290
0.741666667,0.95669873,5290
0.683333333,1,5290
0.691666667,0.985566243,5290
0.675,0.985566243,5290
0.666666667,1,5290
0.658333333,0.985566243,5290
0.65,1,5290
0.683333333,0.971132487,5290
0.666666667,0.971132487,5290
0.675,0.95669873,5290
0.708333333,0.95669873,5290
0.7,0.971132487,5290
0.691666667,0.95669873,5290
1,0.6,5290
1,0.616666667,5290
0.985566243,0.608333333,5290
0.985566243,0.625,5290
1,0.633333333,5290
0.985566243,0.641666667,5290
0.971132487,0.616666667,5290
0.971132487,0.633333333,5290
0.95669873,0.625,5290
0.95669873,0.641666667,5290
0.971132487,0.65,5290
0.95669873,0.658333333,5290
1,0.55,5290
1,0.566666667,5290
0.985566243,0.558333333,5290
0.985566243,0.575,5290
1,0.583333333,5290
0.985566243,0.591666667,5290
0.971132487,0.566666667,5290
0.971132487,0.583333333,5290
0.95669873,0.575,5290
0.95669873,0.591666667,5290
0.971132487,0.6,5290
0.95669873,0.608333333,5290
0.942264973,0.733333333,5290
0.942264973,0.75,5290
0.942264973,0.766666667,5290
0.927831216,0.741666667,5290
0.927831216,0.758333333,5290
0.91339746,0.75,5290
0.914282302,0.766609647,5290
0.928716058,0.774942981,5290
0.915167143,0.783219295,5290
0.76620709,0.943150528,5290
0.749540424,0.943150528,5290
0.732873757,0.943150528,5290
0.75741418,0.929602326,5290
0.740747514,0.929602326,5290
0.748621271,0.916054124,5290
0.780167854,0.917877467,5290
0.773187472,0.930513998,5290
0.764394562,0.916965796,5290
0.900324732,0.758901677,5290
0.901209574,0.775511325,5290
0.902094416,0.792120972,5290
0.887252004,0.767803355,5290
0.888136846,0.784413002,5290
0.874179276,0.776705032,5290
0.87442041,0.792618814,5290
0.88837798,0.800326784,5290
0.874661545,0.808532595,5290
0.862071499,0.784080751,5290
0.862312633,0.799994532,5290
0.862553767,0.815908314,5290
0.849963721,0.791456469,5290
0.850204855,0.80737025,5290
0.837855944,0.798832187,5290
0.838282628,0.811971698,5290
0.85063154,0.820509761,5290
0.838709312,0.825111208,5290
0.788273033,0.903041889,5290
0.772499742,0.902130217,5290
0.75672645,0.901218545,5290
0.780604921,0.887294639,5290
0.764831629,0.886382967,5290
0.772936808,0.871547388,5290
0.802656499,0.871603309,5290
0.795464766,0.887322599,5290
0.787796654,0.871575348,5290
0.810409505,0.855777646,5290
0.79554966,0.855749686,5290
0.780689815,0.855721726,5290
0.803302666,0.839924024,5290
0.788442821,0.839896063,5290
0.796195827,0.824070401,5290
0.817616056,0.844650796,5290
0.810509217,0.828797174,5290
0.824822607,0.833523946,5290
0.823969238,0.807244925,5290
0.824395922,0.820384436,5290
0.810082533,0.815657663,5290
0.942264973,0.683333333,5290
0.942264973,0.7,5290
0.942264973,0.716666667,5290
0.927831216,0.691666667,5290
0.927831216,0.708333333,5290
0.91339746,0.7,5290
0.91339746,0.716666667,5290
0.927831216,0.725,5290
0.91339746,0.733333333,5290
0.942264973,0.633333333,5290
0.942264973,0.65,5290
0.942264973,0.666666667,5290
0.927831216,0.641666667,5290
0.927831216,0.658333333,5290
0.91339746,0.65,5290
0.91339746,0.666666667,5290
0.927831216,0.675,5290
0.91339746,0.683333333,5290
0.716666667,0.942264973,5290
0.7,0.942264973,5290
0.683333333,0.942264973,5290
0.708333333,0.927831216,5290
0.691666667,0.927831216,5290
0.7,0.91339746,5290
0.73241418,0.915168569,5290
0.724540424,0.928716771,5290
0.71620709,0.914283014,5290
0.633333333,1,5290
0.641666667,0.985566243,5290
0.625,0.985566243,5290
0.616666667,1,5290
0.608333333,0.985566243,5290
0.6,1,5290
0.633333333,0.971132487,5290
0.616666667,0.971132487,5290
0.625,0.95669873,5290
0.658333333,0.95669873,5290
0.65,0.971132487,5290
0.641666667,0.95669873,5290
0.666666667,0.942264973,5290
0.65,0.942264973,5290
0.633333333,0.942264973,5290
0.658333333,0.927831216,5290
0.641666667,0.927831216,5290
0.65,0.91339746,5290
0.683333333,0.91339746,5290
0.675,0.927831216,5290
0.666666667,0.91339746,5290
0.583333333,1,5290
0.591666667,0.985566243,5290
0.575,0.985566243,5290
0.566666667,1,5290
0.558333333,0.985566243,5290
0.55,1,5290
0.583333333,0.971132487,5290
0.566666667,0.971132487,5290
0.575,0.95669873,5290
0.608333333,0.95669873,5290
0.6,0.971132487,5290
0.591666667,0.95669873,5290
1,0.5,5290
1,0.516666667,5290
0.985566243,0.508333333,5290
0.985566243,0.525,5290
1,0.533333333,5290
0.985566243,0.541666667,5290
0.971132487,0.516666667,5290
0.971132487,0.533333333,5290
0.95669873,0.525,5290
0.95669873,0.541666667,5290
0.971132487,0.55,5290
0.95669873,0.558333333,5290
1,0.45,5290
1,0.466666667,5290
0.985566243,0.458333333,5290
0.985566243,0.475,5290
1,0.483333333,5290
0.985566243,0.491666667,5290
0.971132487,0.466666667,5290
0.971132487,0.483333333,5290
0.95669873,0.475,5290
0.95669873,0.491666667,5290
0.971132487,0.5,5290
0.95669873,0.508333333,5290
0.942264973,0.583333333,5290
0.942264973,0.6,5290
0.942264973,0.616666667,5290
0.927831216,0.591666667,5290
0.927831216,0.608333333,5290
0.91339746,0.6,5290
0.91339746,0.616666667,5290
0.927831216,0.625,5290
0.91339746,0.633333333,5290
0.942264973,0.533333333,5290
0.942264973,0.55,5290
0.942264973,0.566666667,5290
0.927831216,0.541666667,5290
0.927831216,0.558333333,5290
0.91339746,0.55,5290
0.91339746,0.566666667,5290
0.927831216,0.575,5290
0.91339746,0.583333333,5290
0.898963703,0.708333333,5290
0.898963703,0.725,5290
0.898963703,0.741666667,5290
0.884529946,0.716666667,5290
0.884529946,0.733333333,5290
0.870096189,0.725,5290
0.871457218,0.742235011,5290
0.885890975,0.750568344,5290
0.872818247,0.759470021,5290
0.740074087,0.900804515,5290
0.723866997,0.89991896,5290
0.707659906,0.899033405,5290
0.731526903,0.885554906,5290
0.715319813,0.884669351,5290
0.722979719,0.870305297,5290
0.756284445,0.871133358,5290
0.748179266,0.885968936,5290
0.739632082,0.870719327,5290
0.85747323,0.733729893,5290
0.858834259,0.750964903,5290
0.860195288,0.768199914,5290
0.844850271,0.742459785,5290
0.8462113,0.759694796,5290
0.832227312,0.751189678,5290
0.848087511,0.775575632,5290
0.835979733,0.782951351,5290
0.834103522,0.767070514,5290
0.819369798,0.758932806,5290
0.821246008,0.774813643,5290
0.823122219,0.790694479,5290
0.806512284,0.766675935,5290
0.808388494,0.782556772,5290
0.79365477,0.774419064,5290
0.794501789,0.790969509,5290
0.809235514,0.799107217,5290
0.795348808,0.807519955,5290
0.763801931,0.85714516,5290
0.747149568,0.85673113,5290
0.730497205,0.856317099,5290
0.754667055,0.842742932,5290
0.738014692,0.842328901,5290
0.745532178,0.828340704,5290
0.779307944,0.825493835,5290
0.771554938,0.841319498,5290
0.762420061,0.82691727,5290
0.784438202,0.813335286,5290
0.767550319,0.81475872,5290
0.750662436,0.816182154,5290
0.772680576,0.802600171,5290
0.755792693,0.804023605,5290
0.76092295,0.791865056,5290
0.783591182,0.79678484,5290
0.771833557,0.786049725,5290
0.782744163,0.780234394,5290
0.898963703,0.658333333,5290
0.898963703,0.675,5290
0.898963703,0.691666667,5290
0.884529946,0.666666667,5290
0.884529946,0.683333333,5290
0.870096189,0.675,5290
0.870096189,0.691666667,5290
0.884529946,0.7,5290
0.870096189,0.708333333,5290
0.898963703,0.608333333,5290
0.898963703,0.625,5290
0.898963703,0.641666667,5290
0.884529946,0.616666667,5290
0.884529946,0.633333333,5290
0.870096189,0.625,5290
0.870096189,0.641666667,5290
0.884529946,0.65,5290
0.870096189,0.658333333,5290
0.691666667,0.898963703,5290
0.675,0.898963703,5290
0.658333333,0.898963703,5290
0.683333333,0.884529946,5290
0.666666667,0.884529946,5290
0.675,0.870096189,5290
0.706986479,0.870235594,5290
0.699326573,0.884599649,5290
0.69099324,0.870165892,5290
0.616666667,0.942264973,5290
0.6,0.942264973,5290
0.583333333,0.942264973,5290
0.608333333,0.927831216,5290
0.591666667,0.927831216,5290
0.6,0.91339746,5290
0.633333333,0.91339746,5290
0.625,0.927831216,5290
0.616666667,0.91339746,5290
0.641666667,0.898963703,5290
0.625,0.898963703,5290
0.608333333,0.898963703,5290
0.633333333,0.884529946,5290
0.616666667,0.884529946,5290
0.625,0.870096189,5290
0.658333333,0.870096189,5290
0.65,0.884529946,5290
0.641666667,0.870096189,5290
0.533333333,1,5290
0.541666667,0.985566243,5290
0.525,0.985566243,5290
0.516666667,1,5290
0.508333333,0.985566243,5290
0.5,1,5290
0.533333333,0.971132487,5290
0.516666667,0.971132487,5290
0.525,0.95669873,5290
0.558333333,0.95669873,5290
0.55,0.971132487,5290
0.541666667,0.95669873,5290
0.566666667,0.942264973,5290
0.55,0.942264973,5290
0.533333333,0.942264973,5290
0.558333333,0.927831216,5290
0.541666667,0.927831216,5290
0.55,0.91339746,5290
0.583333333,0.91339746,5290
0.575,0.927831216,5290
0.566666667,0.91339746,5290
0.483333333,1,5290
0.491666667,0.985566243,5290
0.475,0.985566243,5290
0.466666667,1,5290
0.458333333,0.985566243,5290
0.45,1,5290
0.483333333,0.971132487,5290
0.466666667,0.971132487,5290
0.475,0.95669873,5290
0.508333333,0.95669873,5290
0.5,0.971132487,5290
0.491666667,0.95669873,5290
1,0.4,5290
1,0.416666667,5290
0.985566243,0.408333333,5290
0.985566243,0.425,5290
1,0.433333333,5290
0.985566243,0.441666667,5290
0.971132487,0.416666667,5290
0.971132487,0.433333333,5290
0.95669873,0.425,5290
0.95669873,0.441666667,5290
0.971132487,0.45,5290
0.95669873,0.458333333,5290
1,0.3,5290
1,0.316666667,5290
0.985566243,0.308333333,5290
0.985566243,0.325,5290
1,0.333333333,5290
0.985566243,0.341666667,5290
1,0.35,5290
0.971132487,0.316666667,5290
0.971132487,0.333333333,5290
0.95669873,0.325,5290
1,0.366666667,5290
0.985566243,0.358333333,5290
0.985566243,0.375,5290
1,0.383333333,5290
0.985566243,0.391666667,5290
0.971132487,0.366666667,5290
0.971132487,0.383333333,5290
0.95669873,0.375,5290
0.95669873,0.341666667,5290
0.971132487,0.35,5290
0.95669873,0.358333333,5290
0.95669873,0.391666667,5290
0.971132487,0.4,5290
0.95669873,0.408333333,5290
0.942264973,0.483333333,5290
0.942264973,0.5,5290
0.942264973,0.516666667,5290
0.927831216,0.491666667,5290
0.927831216,0.508333333,5290
0.91339746,0.5,5290
0.91339746,0.516666667,5290
0.927831216,0.525,5290
0.91339746,0.533333333,5290
0.942264973,0.433333333,5290
0.942264973,0.45,5290
0.942264973,0.466666667,5290
0.927831216,0.441666667,5290
0.927831216,0.458333333,5290
0.91339746,0.45,5290
0.91339746,0.466666667,5290
0.927831216,0.475,5290
0.91339746,0.483333333,5290
0.898963703,0.558333333,5290
0.898963703,0.575,5290
0.898963703,0.591666667,5290
0.884529946,0.566666667,5290
0.884529946,0.583333333,5290
0.870096189,0.575,5290
0.870096189,0.591666667,5290
0.884529946,0.6,5290
0.870096189,0.608333333,5290
0.898963703,0.508333333,5290
0.898963703,0.525,5290
0.898963703,0.541666667,5290
0.884529946,0.516666667,5290
0.884529946,0.533333333,5290
0.870096189,0.525,5290
0.870096189,0.541666667,5290
0.884529946,0.55,5290
0.870096189,0.558333333,5290
0.855662433,0.683333333,5290
0.855662433,0.7,5290
0.855662433,0.716666667,5290
0.841228676,0.691666667,5290
0.841228676,0.708333333,5290
0.826794919,0.7,5290
0.828605717,0.717063226,5290
0.843039473,0.725396559,5290
0.830416514,0.734126452,5290
0.714065456,0.855458,5290
0.698072216,0.855388298,5290
0.682078977,0.855318595,5290
0.705151193,0.840610704,5290
0.689157953,0.840541001,5290
0.69623693,0.825763407,5290
0.729100429,0.827481605,5290
0.721582942,0.841469803,5290
0.71266868,0.826622506,5290
0.814195779,0.708827008,5290
0.816006576,0.725890234,5290
0.817817374,0.74295346,5290
0.801596638,0.717654017,5290
0.803407436,0.734717243,5290
0.788997498,0.726481025,5290
0.790549922,0.742460371,5290
0.80495986,0.750696589,5290
0.792102346,0.758439717,5290
0.777049109,0.735063909,5290
0.778601532,0.751043255,5290
0.780153956,0.767022601,5290
0.765100719,0.743646792,5290
0.766653143,0.759626139,5290
0.75315233,0.752229676,5290
0.755742536,0.765441469,5290
0.76924335,0.772837932,5290
0.758332743,0.778653263,5290
0.737030733,0.814898473,5290
0.720598984,0.814039374,5290
0.704167235,0.813180276,5290
0.728529288,0.801456242,5290
0.712097539,0.800597144,5290
0.720027844,0.788014012,5290
0.747291248,0.790581374,5290
0.742160991,0.802739924,5290
0.733659546,0.789297693,5290
0.744701041,0.777369581,5290
0.731069339,0.7760859,5290
0.742110834,0.764157788,5290
0.855662433,0.633333333,5290
0.855662433,0.65,5290
0.855662433,0.666666667,5290
0.841228676,0.641666667,5290
0.841228676,0.658333333,5290
0.826794919,0.65,5290
0.826794919,0.666666667,5290
0.841228676,0.675,5290
0.826794919,0.683333333,5290
0.855662433,0.583333333,5290
0.855662433,0.6,5290
0.855662433,0.616666667,5290
0.841228676,0.591666667,5290
0.841228676,0.608333333,5290
0.826794919,0.6,5290
0.826794919,0.616666667,5290
0.841228676,0.625,5290
0.826794919,0.633333333,5290
0.666666667,0.855662433,5290
0.65,0.855662433,5290
0.633333333,0.855662433,5290
0.658333333,0.841228676,5290
0.641666667,0.841228676,5290
0.65,0.826794919,5290
0.68082462,0.826107245,5290
0.673745643,0.840884839,5290
0.66541231,0.826451082,5290
0.591666667,0.898963703,5290
0.575,0.898963703,5290
0.558333333,0.898963703,5290
0.583333333,0.884529946,5290
0.566666667,0.884529946,5290
0.575,0.870096189,5290
0.608333333,0.870096189,5290
0.6,0.884529946,5290
0.591666667,0.870096189,5290
0.616666667,0.855662433,5290
0.6,0.855662433,5290
0.583333333,0.855662433,5290
0.608333333,0.841228676,5290
0.591666667,0.841228676,5290
0.6,0.826794919,5290
0.633333333,0.826794919,5290
0.625,0.841228676,5290
0.616666667,0.826794919,5290
0.516666667,0.942264973,5290
0.5,0.942264973,5290
0.483333333,0.942264973,5290
0.508333333,0.927831216,5290
0.491666667,0.927831216,5290
0.5,0.91339746,5290
0.533333333,0.91339746,5290
0.525,0.927831216,5290
0.516666667,0.91339746,5290
0.541666667,0.898963703,5290
0.525,0.898963703,5290
0.508333333,0.898963703,5290
0.533333333,0.884529946,5290
0.516666667,0.884529946,5290
0.525,0.870096189,5290
0.558333333,0.870096189,5290
0.55,0.884529946,5290
0.541666667,0.870096189,5290
0.433333333,1,5290
0.441666667,0.985566243,5290
0.425,0.985566243,5290
0.416666667,1,5290
0.408333333,0.985566243,5290
0.4,1,5290
0.433333333,0.971132487,5290
0.416666667,0.971132487,5290
0.425,0.95669873,5290
0.458333333,0.95669873,5290
0.45,0.971132487,5290
0.441666667,0.95669873,5290
0.466666667,0.942264973,5290
0.45,0.942264973,5290
0.433333333,0.942264973,5290
0.458333333,0.927831216,5290
0.441666667,0.927831216,5290
0.45,0.91339746,5290
0.483333333,0.91339746,5290
0.475,0.927831216,5290
0.466666667,0.91339746,5290
1,0.25,5290
1,0.266666667,5290
0.985566243,0.258333333,5290
0.985566243,0.275,5290
1,0.283333333,5290
0.985566243,0.291666667,5290
0.971132487,0.266666667,5290
0.971132487,0.283333333,5290
0.95669873,0.275,5290
0.95669873,0.291666667,5290
0.971132487,0.3,5290
0.95669873,0.308333333,5290
1,0.2,5290
1,0.216666667,5290
0.985566243,0.208333333,5290
0.985566243,0.225,5290
1,0.233333333,5290
0.985566243,0.241666667,5290
0.971132487,0.216666667,5290
0.971132487,0.233333333,5290
0.95669873,0.225,5290
0.95669873,0.241666667,5290
0.971132487,0.25,5290
0.95669873,0.258333333,5290
0.942264973,0.283333333,5290
0.942264973,0.3,5290
0.942264973,0.316666667,5290
0.927831216,0.291666667,5290
0.927831216,0.308333333,5290
0.91339746,0.3,5290
0.942264973,0.383333333,5290
0.942264973,0.4,5290
0.942264973,0.416666667,5290
0.927831216,0.391666667,5290
0.927831216,0.408333333,5290
0.91339746,0.4,5290
0.91339746,0.416666667,5290
0.927831216,0.425,5290
0.91339746,0.433333333,5290
0.942264973,0.333333333,5290
0.942264973,0.35,5290
0.942264973,0.366666667,5290
0.927831216,0.341666667,5290
0.927831216,0.358333333,5290
0.91339746,0.35,5290
0.91339746,0.316666667,5290
0.927831216,0.325,5290
0.91339746,0.333333333,5290
0.91339746,0.366666667,5290
0.927831216,0.375,5290
0.91339746,0.383333333,5290
0.898963703,0.458333333,5290
0.898963703,0.475,5290
0.898963703,0.491666667,5290
0.884529946,0.466666667,5290
0.884529946,0.483333333,5290
0.870096189,0.475,5290
0.870096189,0.491666667,5290
0.884529946,0.5,5290
0.870096189,0.508333333,5290
0.898963703,0.408333333,5290
0.898963703,0.425,5290
0.898963703,0.441666667,5290
0.884529946,0.416666667,5290
0.884529946,0.433333333,5290
0.870096189,0.425,5290
0.870096189,0.441666667,5290
0.884529946,0.45,5290
0.870096189,0.458333333,5290
0.855662433,0.533333333,5290
0.855662433,0.55,5290
0.855662433,0.566666667,5290
0.841228676,0.541666667,5290
0.841228676,0.558333333,5290
0.826794919,0.55,5290
0.826794919,0.566666667,5290
0.841228676,0.575,5290
0.826794919,0.583333333,5290
0.855662433,0.483333333,5290
0.855662433,0.5,5290
0.855662433,0.516666667,5290
0.841228676,0.491666667,5290
0.841228676,0.508333333,5290
0.826794919,0.5,5290
0.826794919,0.516666667,5290
0.841228676,0.525,5290
0.826794919,0.533333333,5290
0.813126869,0.659167567,5290
0.813126869,0.675834234,5290
0.813126869,0.6925009,5290
0.799458818,0.668335134,5290
0.799458818,0.685001801,5290
0.785790767,0.677502701,5290
0.786859678,0.693828809,5290
0.800527728,0.701327909,5290
0.787928588,0.710154917,5290
0.68902027,0.81118642,5290
0.67360796,0.811530258,5290
0.65819565,0.811874095,5290
0.681803611,0.796609433,5290
0.6663913,0.79695327,5290
0.674586951,0.782032446,5290
0.704880879,0.786020157,5290
0.696950575,0.798603288,5290
0.689733915,0.784026301,5290
0.772598796,0.685999666,5290
0.773667706,0.702325773,5290
0.774736616,0.718651881,5290
0.759406824,0.69449663,5290
0.760475734,0.710822738,5290
0.746214852,0.702993594,5290
0.748527345,0.719405622,5290
0.762788227,0.727234765,5290
0.750839837,0.735817649,5290
0.714839364,0.769066104,5290
0.699692399,0.767072249,5290
0.684545435,0.765078394,5290
0.709650884,0.750118197,5290
0.694503919,0.748124341,5290
0.704462404,0.731170289,5290
0.725880859,0.757137992,5290
0.720692379,0.738190085,5290
0.736922354,0.745209881,5290
0.732297369,0.712385826,5290
0.734609862,0.728797853,5290
0.718379886,0.721778057,5290
0.812361163,0.608333333,5290
0.812361163,0.625,5290
0.812361163,0.641666667,5290
0.797927406,0.616666667,5290
0.797927406,0.633333333,5290
0.783493649,0.625,5290
0.798693112,0.650834234,5290
0.785025061,0.660001801,5290
0.784259355,0.6425009,5290
0.812361163,0.558333333,5290
0.812361163,0.575,5290
0.812361163,0.591666667,5290
0.797927406,0.566666667,5290
0.797927406,0.583333333,5290
0.783493649,0.575,5290
0.783493649,0.591666667,5290
0.797927406,0.6,5290
0.783493649,0.608333333,5290
0.641616948,0.812342336,5290
0.624950281,0.812342336,5290
0.608283614,0.812342336,5290
0.633233895,0.797889754,5290
0.616567229,0.797889754,5290
0.624850843,0.783437171,5290
0.658008248,0.782500688,5290
0.649812598,0.797421512,5290
0.641429546,0.782968929,5290
0.566666667,0.855662433,5290
0.55,0.855662433,5290
0.533333333,0.855662433,5290
0.558333333,0.841228676,5290
0.541666667,0.841228676,5290
0.55,0.826794919,5290
0.583333333,0.826794919,5290
0.575,0.841228676,5290
0.566666667,0.826794919,5290
0.591666667,0.812361163,5290
0.575,0.812361163,5290
0.558333333,0.812361163,5290
0.583333333,0.797927406,5290
0.566666667,0.797927406,5290
0.575,0.783493649,5290
0.608233895,0.783455997,5290
0.599950281,0.79790858,5290
0.591616948,0.783474823,5290
0.491666667,0.898963703,5290
0.475,0.898963703,5290
0.458333333,0.898963703,5290
0.483333333,0.884529946,5290
0.466666667,0.884529946,5290
0.475,0.870096189,5290
0.508333333,0.870096189,5290
0.5,0.884529946,5290
0.491666667,0.870096189,5290
0.516666667,0.855662433,5290
0.5,0.855662433,5290
0.483333333,0.855662433,5290
0.508333333,0.841228676,5290
0.491666667,0.841228676,5290
0.5,0.826794919,5290
0.533333333,0.826794919,5290
0.525,0.841228676,5290
0.516666667,0.826794919,5290
0.383333333,1,5290
0.391666667,0.985566243,5290
0.375,0.985566243,5290
0.366666667,1,5290
0.358333333,0.985566243,5290
0.35,1,5290
0.383333333,0.971132487,5290
0.366666667,0.971132487,5290
0.375,0.95669873,5290
0.408333333,0.95669873,5290
0.4,0.971132487,5290
0.391666667,0.95669873,5290
0.333333333,1,5290
0.341666667,0.985566243,5290
0.325,0.985566243,5290
0.316666667,1,5290
0.308333333,0.985566243,5290
0.3,1,5290
0.333333333,0.971132487,5290
0.316666667,0.971132487,5290
